,0
102,"""폭동으로 국가전복을 도모하는 이석기RO보다 더 위험한 공산주의 사상에 온갖 적폐온상인 자녀위장전입,십년전 이혼한 전 제수씨와의 수상한 부동산 거래,투자한 그 그 사모펀드 회사가 유령회사 비슷하게 보이는데도 15일만에 중국공산당 회사에서 6000억이 들어왔다!! 누가 관련된 것인가!! 명확하게 밝혀라!!"""
103,"""남한테는 실오라기하나도 트집잡더니 본인에게는 한없이 너그럽네ㅋㅋㅋ 그래. 그래야 좌빨스럽지. 본인이 정의인척. 세상의 빛인척. 서민등쳐먹는 역겨운 빨갱이들"""
104,"""딸은 외고출신이 의전원을 어떻게 들어갔으며. 위장전입에 사모펀드. 사시 1차도 못붙은 지잡대 강사출신이 어떻게 서울대 교수가 되었고 민정수석이 됐을까. 알랑방구하나는 기기막히게 뀌나보다. 허긴 지금 모인 썩은물들보면 하나같이 문제없는 인간이 없지. 대통령 아들은 지잡대 미대출신이 무슨 능력으로 수의계약을 따서 단독으로 전국 초등에 코딩을 배급하며..\n서울시장 아들은 살았는지 어딨는지도 모른데고 허허\n민정수석은 재산보다 많은 사모펀드에 투자하지 않나.\n이게 너네가 말하는\n기회는 평등 과정은공정 결과는 정의로운거냐"""
105,"""당신은 뒤에서 투기해서 재산 증식하고~\n민생경제가 어려워 죽을만큼 힘들게 사는  \n국민들한텐\n죽창들고 나서라고 하고  ~"""
106,"""온 국민이 못살겠다 고 아우성인데 사회주의 한다는 놈이 문제인, 조국,  저들만 잘먹고 잘사네ㅡ 국민은 죽창들고 싸우라고"""
107,"""이 녀석, 머리는 사회주의의 이상을 꿈꾸지만 몸은 자본주의에 솔직한걸?"""
108,"""법을 어기는 사람이 법무부장관이라.... 참 나라꼴이 말이 아니군..."""
109,"""사모펀드 74억 아주 구역질난다.  적폐청산 이라더니  적폐 소굴 이구만.  니가 법무부장관 이면 개가 웃는다.\n북한정권 아니라면 사회주의자는 북한으로 가야지.  지켜봤는데,  문재앙 이제 그만 내려올때 됐네...  치료가 시급하다."""
110,"""이렇게 국민 무시하는 정권은 처음봄.."""
111,"""지인추천받고 전재산보다 많은 돈을 몰빵했다면 대가리가 정상이 아닌거지. 반대로 수익이 확실해서투자했다면 민정수석되고 얻은 내부정보이거나 자기가 얼굴마담해서 투자자 끌어들여 사기치거나 둘 중 하나지. 중국기업 6000억 투자설에 조국투자 이런 타이틀이면 달려들 놈들 많겠지? 그럼 뭐겠어 이게 투자일까?"""
112,"""김구선생과 도산 안창호 선생이 친일파만큼 싫어했던게 공산,사회주의자들이었슴. 거짓말과 궤변을 일삼고 뒤로는 항상 흉계를 생각하는 사람들이라 표현했을정도로 경계했었다. 지금보면 김구,안창호 이두분의 말이 옳았슴."""
113,"""그냥 안양교도소로 가.... 거기도 법무부 소속이여."""
114,"""청문회가 아니라 특검해야하는거 아님?"""
115,"""자본주위 물욕을 탐하는 가짜 사회주의자 !!  문제는 이런놈에개 의지하는 어벙이섀끼다 !!"""
116,"""남손에 죽창들라 하고 제손에는 텀블러 든 조국 장하성 유시민 등 아가리파이터 강남좌파들에게 선동당한 붕어 가재 미꾸라지 국민들 그보다 더 화나는 건 얼굴만 보고 오줌지리며 칭송하는 머가리 빈 빠순이와 같은 한표라는 것"""
117,"""몰래 자본주의 꿀은 아주 그냥 쪽쪽 빨아드셨네~ 국민을 위한 사회주의 혁명? 푸하하 웃고간다"""
118,"""요즘은 그냥 썩은 정치인이 그리워지네 이정권은 썩은데다가 변명 위선 심지어 무능 나라꼴 2년만에 거덜내다니 억지로 하려해도 힘들다이건"""
119,"""10억으로 지인추천받아 사모로 수익률 30%  노리면 투자자. 아파트 하나 사려고 평생 모은돈으로 재개발사면 투기꾼. ㅎㅎ 그러니 청와대 그만두고 나와도 흑석동 재개발은 못버리지 이 빨갱이드라"""
120,"""와 진짜 해도해도 너무한다 어떻게 이렇게 사람이 앞과 뒤가 다르고 이중적일수가 있냐 이래도 문재인이랑 조국을 어벤져스라고 생각하고 지지하는 기가 막히는 대깨문들은 다른 사람들의 고통과 국민들의 고단한 삶에는 전혀 관심 없는 사이비종교 싸이코패스 집단들이라고밖에 설명할 방법이 없는거 아니야?"""
121,"""겉으로는 가슴뛰는 사회주의자  속은 자본주의에 빠진 속물 친일매국노와 머가 다른가"""
122,"""재산이 왜많겠냐ㅋㅋㅋㅋㅋㅋ 이렇게 정권뒤에 숨어 부정축재 존나 한거지ㅋㅋㅋㅋㅋㅋㅋㅋ 그래도 달창 개돼지들은 \""얼굴 잘생겨서\"" 뽑아준답니다"""
123,"""이혼한 동생 부인에게 집을 사주고.. 이혼한 며느리랑 시어니가 같이살고... 동생이 형과 아버지가 주인인 학교 재단에 공사비 달라고 소송하고... 그돈은 기보가 보증서고.. 그 돈을 못갚는 다고 쌩까고, 바지사장내새워 사모펀드 만들고 직위를 이용한 정보력으로 가로등 정부에납품하는 회사에 투자함 &lt;================  빠른시일내에 구속되어야. 조국의 과거행적을 봐선 김수사관이 폭로한 개인사찰도 100%임."""
124,"""이런인간이 서울대교수에 민정수석에 법무부장관한다고?   대한민국 이미 공산화 된건가요?"""
125,"""이런놈이 뭔 적폐를 청산하냐 ㅋㅋㅋ"""
126,"""권력의 중심에 있을때 한탕오지게 해처먹는 좌파들. 청와대에 거처 마련한 동안 김부겸이도 전재산 팔아서 투기하고, 임마는 민정수석해처먹으면서 전재산에 없는돈까지 긁어다가 몰빵때리고 투자란다. 어떤 정신나간놈이 아무런 사전정보도 없이 투자하나? 국민이 개호구로 보이냐?"""
127,"""이런 역대급 쓰레기 불량품을 통과시켜달라고 떼쓰는 문완용이나 그 추종 달창새기들이나 에혀 도그새기들아~"""
128,"""어떻게 문재인 참모는 죄다 저러냐...청문회하면 뭐하냐 또 임명할껄 쉬파..제일 소통안되는 대통령 뽑앗다 진짜 독재자 ㅅㅋ..."""
129,"""완전 위선자네"""
130,"""자본주의를 적폐로 비판하던 공산주의자가 자본투자를...  호 배꼽빠진다. 이중인격자. 내로남불"""
131,"""요즘 주사파가 돈 많이버네..  세상 좋아졌다.. 저런 가짜 좌파같으니라고 ... 국민들은 속고있다. \n이명박은 서초동 건물이나 기부했지..  \n백억 훌쩍넘는 재산에 소주성으로 경제 날려버린 장하성,  조국 모두 기부는 커녕. 좌파를 자기 방어막으로 돈버는데 환장한 넘들이다. 이것들 기부한다는 소리 들어봤나?\n다 사기꾼 놈들"""
132,"""소문난 잔치 먹을 것 없다?  뭐라고 지랄해도 조국은 임명된다. -문재인&amp;정수기생각-"""
133,"""교육부, 중기부, 국방부, 통일부 등 더이상 신기하지도않았는데 진짜가 나타났다. 끝판왕이다"""
134,"""이사람 법부무 장관되면 문재인 진짜 해도해도\n너무한다   청와대에서 돌려막기 인사하는데\n기업들이 청년 일자리 해줄까? 망햇어 이번 정권도. 국민들은 쪄들어 살기 힘든데  담 총선때 보자"""
135,"""비리가 많고 헛점 투성이인 사람을 청문결과 반대에도 불구하고 발탁해야 일을 잘한다고 재앙님이 자신있게 조국같은 사람 임명해 보시지요. 그러면 좌빨들은 적폐라는 말을 입에 올리면 주둥이를 주 찢어버릴겁니다. 남들한테는 그렇게 가볍게 비리백화점이라고 입을 놀리더니 자신은 백배천배 죄질이 나쁜 부정한 방법 다 동원했다니 이런 몰지각한 사람이 어떻게 서울대교수가 되었는지도 조사대상이다. 서울대는 최악의 수치날로 지정하고 당장 근조깃대 설치해야 할 지경이다"""
136,"""강남 좌파가 뭔줄 아나? 강남 근처에도 못가본 놈들이 강남 좌파 두둔하는게 하도 우스워서 그래.......우파가 이룩한 경제 성장을 좌파 데모 시위로 뒤에서 단물을 쪽쪽 빨아먹고 ....박종철 이한열이를 희생양 삼아 출세하여 희희 낙락하며 ....부를 축적하여 강남에서  떵떵거리며 사는 놈들이야........자본주의 하에서 누릴거 다 누리면서 사회주의를 꿈꾸는 어리석은 놈들이지...저런 놈들에게 속아 거지발싸개 같은 대가리 쇠똥도 안벗겨진것들이 지지하는게 꼴깝에다 육깝 떠는거지...저런 놈들에게 무엇을 기대 할까?????"""
137,"""참 한숨 뿐이 안나온다   문정권... 안보 외교  경제  다 말아먹고  장관을  이따위로  앉히고 있으니....  쯧쯧.."""
138,"""문재인 주변참모들은 하나같이 어쩜 저렇게 문제가 많을까? 그러면서도 본인들은 문제 없단다..문재가 문제다.."""
139,"""한마디로 쓰레기군. 서민이니 국민들을 위한다느니 개소리하더니"""
140,"""지돈으로 지가투기하는데 뭐라하것냐~~근데 그런놈을 장관을 시킨다는 놈이 더 골때리는거야~~박근혜때나 지금이나 뭐가 다를까~진짜 대한민국은 줄하나 잘잡으면 뭐든지 할수있는 골때리는 나라다~문재인~아니지~~야!xx럼아 댓글들 좀봐라 이게 진짜 나라냐? X만도 못한놈같으니"""
141,"""겉으로는 사회주의자인척하더니 뒷구녕으론 누구보다 자본주의의 꿀을 빨고있었네 ㅋㅋㅋ"""
142,"""사회주의자가 노동으로 일해서 벌어야지~~뭔 펀드여~~그것도 사모로~~ㅉㅉ"""
143,"""조국이 법무장관되어야 문재인정권 꼬꾸라 트릴수 있다. 제발 문재인은 조국이를 법무장관에 임명 하여  국민들의 분노를 유발하기 바란다."""
144,"""이번 사례뿐만 아니라 특목고를 비판해 놓고서는 자기 자식은 특목고로 보내고, 외국어고등학교는 원래 취지에 맞게 운영하여야 한다고 주장을 해 놓고서는 이후 전혀 관계없는 이공계에서 의학전문대학원을 보냈으며, 그러고서 쏟아지는 비판에 대해서는 본인의 아이의 행복을 위해서 자신의 진보적 가치를 양보했다는 즉, 자기 자식의 행복은 본인의 진보적 가치보다 중요하나, 남의 자식의 장래나 행복은 그렇지 않다는 것으로, 내로남불의 전형을 보여줌.심지어 과거 일반인들을 가재 게 개구리에 비유하며 개천에서 용이 날 필요가 없다는 발언을 하며 조롱함."""
145,"""이명박근혜 정부가 훨 잘 했었다는 걸 문재인이 증명을 해주네 ㅎ"""
146,"""이런데도 다음주 월요일날 40프로 후반대 지지율 나오면 리얼미터 조작 100프로다."""
147,"""모두들 2016년에 이화여대 학장 교수 등등 학교 관계자들 감방 가는거 봤을겁니다 차후에 조국이 서울대교수가 되는과정을 낱낱이 파헤쳐 불법 행위가 드러나면 지위고하를 막론하고 그 뿌리까지 낱낱이 파헤쳐 좌파놈들이 장악한 교육계 등등 원천적인 조사를 하여야 할겁니다"""
148,"""사회주의 찬양하시던 분이 자본주의로 개꿀빠셨네 ㅋㅋㅋㅋㅋㅋ"""
149,"""조국도 그렇고, 박영선도 그렇고, 저번에 헌법재판관 이미선도 그렇고... 도대체 아는 지인이 누구냐??  누구고 얼마나 믿을만 하기에 그러한 거액을 투자하는거냐??"""
150,"""달창들도 인지부조화 걸려서 실드 못치더라 ㅋㅋㅋㅋㅋ 손혜원 조국은 실드 치는게 정신나간거 인증하는거지"""
151,"""워린 버핏이 말했죠...분산투자 안 하면 무조건 손실난다...분산투자 안 하고 몰빵해도 되는 경우가 딱 하나 있죠...이미 다 정해 놓고 몰빵하는거...부패죠."""
152,"""청문회는 왜 하냐 그냥 페이스북으로 답변하지 ㅋㅋㅋ"""
153,"""사모펀드는 주식과 달라서 물론 주식도 리스크는 있지만 사모펀드는 하이리스크  웬만해서 땅짚고 헤험치기 아니면 몰빵 안한다는데 뭔 10억이 넘는돈을 것도 자녀 명의로 넣냐? 정부에서 하는 국책사업 했다냐?"""
154,"""74억 투자약정서가 나타내듯, 확실하기 때문에  전재산을 베팅하는거야. 지인추천? 개소리고...민정수석 2달후 사모펀드 투자. 냄새나지? 손혜원 목포 적산가옥 투기와 일맥상통해. 직위를 이용한 고급정보로 돈벌기."""
155,"""단 한마디로 조국 너같은 종자를 인간 말종 이라고 칭한다..."""
156,"""텀블러 색깔별로 매일 바꾸는구나. 패션좌파/ 저 펀드는  태양광을 이용한 가로등 양방향원격제어 시스템 단일 종목에 몰빵하는 상품. 개인은 가로등을 구매할 일이 없으니 국가가 고객인 상품이지. 공직자가  국가납품 기업에 투자하겠다는 발상자체가 문제 아닌감?"""
157,"""조국아. 이제 사퇴해라. 니가 말한 죽창이 스티로폼창이 되버렸다. 니가 말하면 진실성이 하나도 안 누껴지고 그저 권력과 돈을 쫓는 범부의 모습이다. 서울대 제자들 보기에 부끄럽지도 않나? 하기야 좌파의 특징이 목표를 잡으면 절대 물고 안 놓는다는걸 알고있다. 광우병 시위, 세월호, 박근혜 탄핵 촛불시위. 근데 권력은 국민에게서 나오지 법무장관 된다고 나오는건 아닌걸 당신도 알겠지. 신뢰를 잃으면 권력도 사라지는게 자유민주주의 국가지."""
158,"""사모펀드 엄청 리스크 큰데 거기다가 전 재산의 1.5배를 쏟아 붓는다? 확실한 정보력만 있으면 가능하죠. 대한민국의 최고 정보가 모이는 민정수석 자리면 거의 확실한거죠. 이거 법적으로 문제 없다고 하는 인간들 차라리 국민을 개돼지라 하십쇼."""
159,"""이색히 검찰에서 조사해야 하는거 아냐?"""
160,"""약정서에 법적구속력이 없으면 pe업계 다 망한다. 경참형 사모펀드 일반인이 잘 모른다고 구라까지 마라. 니가 출자하겠다고 약정해서 운용사가 그거 믿고 다른데 투자하는건데? 애초에 그정도만 하기로 하고 약정서를 적어줬다고? 니가 거기 경영하냐? 그렇지않고서야 그런 운용사가 어디있냐? 해도 해도 너무 한다."""
161,"""당장 구속수사하라   이런 벌레 새ㅣ키가  민정수석에  법무부 장관을 한다고?????   그리고  문준용 개XX끼가   전국학교에  교채팔아먹은거  당장 구속 수사하라!!!!!"""
162,"""역시 적폐청샨 문통"""
163,"""조국 임종석 이석기 전설의3인방....난 문재인보다 조국이 더나쁘다고본다"""
164,"""자본주의 붕괴시킨다던분이 자본주의 재테크 시스템은 아주 잘 사용하고, 독재철폐한다던분이 전땅크 6개월석사 잘 이용해 먹고. 오상방위나 임대인임차인이 먼지 모르지만 서울대교수하고. 난 이미지 위해 아반테 타지만 자식한텐 포르쉐 사준당께요 ㅋㅋ"""
165,"""재앙이는 고집만 세서 조국이 안고 가겠지만 결국 지지율 하락과 국민들의 불만만 심화될 듯. 그냥 지금까지 하던대로 강행임명 하시길. 어차피 탄핵될텐데."""
166,"""경영참여형이랜다ㅋㅋㅋ 적대적인수합병 통해 주가 뻥튀기고 나르는 전형적인 작전세력이지 신용미수 공매도 등으로  개미들 피 많이 빨아먹었겠네ㅣ"""
167,"""나는 커피 마시며, 사모펀드, 강남아파트, 애들 미국유학, 툭목고, 위장전입, 차명부동산 할게. 니넨 죽창들어~ 알았지? 그게 정의야."""
168,"""잘 파혜처라 자기 재산보다 많은74억원을 지인의 말한마디에 알지도 못하는 곳에 투자를 한다고?  개가 웃을 이야기다"""
169,"""저 인간은 ..진보사상, 사회주의 외치는것도~~그냥 폼나고, 있어보이고, 혁명 어쩌고 저쩌고..하니깐...왠지 멋져보이고, 지 이미지에 있어보이니깐 시작했을꺼야~~!  완젼 머리 빈~~패션좌빨, 강남좌빨새.끼다ㅡ"""
