,0
6385,"""며칠후 이니는  구기를 헌신짝 버리듯 버릴겁니다! 왜냐하면 지가 살아야 하거든요! 이넘 쉴드 치기엔 구린내가 넘 많이나!  이후 청와대와 민주당은  지 살기위해  난파선의 생쥐처럼 한놈 두놈 빠져 나갈걸  두고봐!!"""
6386,"""사람이 어찌 이리도 치졸할 수가 있는가... 역겨운 세상 현실에 국민들은 분개한다."""
6387,"""좆국이 좆되겠다"""
6388,"""자격 없는 놈이 법무부 장관? ㅋㅋㅋㅋㅋ 나도 하겠다 야 ㅋㅋㅋㅋㅋㅋㅋㅋ"""
6389,"""정말 ..제발... 가면을 벗겨주세요\n이중성 모순적"""
6390,"""쓰렉 문정부!!! 좌빨이 배는 더 더럽게 불리는군!!!"""
6391,"""적국  이제 그만 가면을 벗으시오  다  끝난거 같다 야"""
6392,"""어차피 우승은 송민호마냥 어차피 법무부장관은 조국~~ \n이미 정해놓고 철회? 절대안함ㅋㅋㅋ"""
6393,"""장관 임명되면 대한민국은 끝장 난거지요."""
6394,"""My country bottle god"""
6395,"""강남좌파 부정비리 종합선물이네"""
6396,"""이 정권이 말하는 나라가 이거냐"""
6397,"""걱정말아요.조국뉴스도 가짜뉴스라고 치고.장관행가요...막나가는 문재앙정부니까.괜찮아 ."""
6398,"""서울대교수 시절에 참 괜찮은 사랄이라 생각했는데...파면팔수록 실망이다."""
6399,"""혹시 조국 성이 북한이가.. 북한조국 아니가"""
6400,"""이냥반 대선까지 가긴 험난해보인다. 잘대응해라 안그럼 영혼 탈탈 털리것다"""
6401,"""개섹 뒷구멍으로 호박씨 엄청 깠구만!!!"""
6402,"""인간스레기들이 법을 주무르잖아..뭘 새삼스럽게.."""
6403,"""나라망칠인간"""
6404,"""+1 논문표절 의혹"""
6405,"""죄다 뻔뻔한 ㅅsㅣㅂㅏ R  놈들이  뿐이네 \n어째서 단 한새끼도 멀쩡한 새끼들이 없냐?"""
6406,"""조용히 서울대로 다시 돌아가라!\n그거 그나마 니가 사는 길이다.\n욕도 서울대생한테만 듣는게 낫지 않겠냐?"""
6407,"""백날지껄여봐라 문죄인은 신경안쓰고 조국 장관시키지"""
6408,"""구린게 너무 많네! 구역질 난다!"""
6409,"""꾹이 지키려다 이니가 탄핵되겠다"""
6410,"""주제에 잔대가리 많이 굴렸네\n비굴하게 살지마라"""
6411,"""꺼지라  조국이 이 씨뷔럴롬아"""
6412,"""머리를 쓸어 올리는 너의 모습~~"""
6413,"""무슨 꺼림칙하고 해명이 안되는 이슈가 나와도 어차피 문재앙 전권으로 임명할꺼잖아.  박근혜정부랑 다른척 더럽게하더니 솔직히 더 최악이네. 국민들만 선동꾼들 작전에 잘 놀아나줬지. 국민들 특성을 참 잘 아는 세력들이야"""
6414,"""조국은 과연 나에게 무엇인가요?\n나는 나의조국이 좋은데 저 조국은 나라를\n이상하게 만들고자하네.."""
6415,"""매국"""
6416,"""정도가 있지...너무한다."""
6417,"""비리종합선물세트 같으다    참 인물없다"""
6418,"""나쁜  새끼네"""
6419,"""재인이나 조국이나 소대가리삶은 좌파사노맹출신이여라  나라 개판 개판 소판"""
6420,"""저게 대한민국 법무부장관후보자라고?? ? ?    재정신가??"""
6421,"""재앙이다, 재앙이야. 저런걸 법무장관? 미틴 문제인"""
6422,"""깨끗한척  적당히좀 하지 그랬냐 ㅋㅋ  죽창의 힘으로 골고루도 했네"""
6423,"""거짓과 위선으로 표현된다..."""
6424,"""조국은 사나이!   멋있는 사나이!   중도에 포기하지 말고 최대한 이겨내라..조국의 집안부터 낱낱이 파헤치고, 지금껏 살아온 인생 모두 까발려서 옳바르게 살아 왔던걸 증명하면 되니, 곧 법무부장관이 될것이니 최대한 자료 준비해서 대응하자..장관님.  얼마나 듣기좋은 소리인가?  모든 거짓 들통나도 끝까지 싸우고, 수십가지 비리 있어도 괜찮다..사나이 아니가!  몇관왕 될지 모르지만, 뒤에는 대통령있고 옆에는 민주당, 지지층 있으니 끝까지  파헤치고 답변하도록 해라..응원합니다. 절대 중간에 포기하지 마이소..죽창가 불러줄께요.."""
6425,"""사모펀드는 증여세 안내고 증여하려는 편법이라며?? 법 전공한다는 사람이라 그런지 편법은 잘도 이용하네..."""
6426,"""참 웃긴게 청문회만 열면 저런 의혹을 안 가진 사람이 없단 말이지 아이러니하게... 권력 옆에만 있으면 다 이혼하고 재산 투자하고 위장전입하고 일반적인거냐? 내 주변에는 한 명도 없는데 말이지"""
6427,"""딱 문죄악이네"""
6428,"""비리 적폐 종합선물 세트 조국, 조국을 위법 탈법 떼법 무법 무장 봉기로 망치려는 개같은 조국."""
6429,"""후보자 사퇴로 퉁칠 건이 아니다!  위장이혼 등 의혹이 사실이면 국민세금(기술신용보증기금 채무  변제 면탈)으로 재산 증식한 것에 대해 검찰수사와 세무조사가 필요하고!  의혹이 사실이면 그동안 국민과 학생들을 기망하고 속인 죄에 대한 죗값도 받아야 한다!"""
6430,"""어차피 ㄸ ㄹㅇ 문재앙 마음이라 조국은 이미 된거나 마찬가지임. 그래서 신경도 안쓸 듯."""
6431,"""이름이 부끄러운 인간........성을 중으로 바꾸는게 좋을듯"""
6432,"""조국  조만간 자살하겠네"""
6433,"""저세끼 여자문제도 잘 찾아봐라,,,안희정 빰칠꺼다,,,,,,,,,,,,,,,,"""
6434,"""삼성이 펀드에1억만해도 뻥튀기는 어마어마하단다 사기꾼 문정부"""
6435,"""불법 편법에 와 입이 안 다물어진다 완전 쓰레기 집안 이네"""
6436,"""너무 흥분들 하지마세유ᆢ   돈을 많이 벌어서 정은이 미사일 재료비 대줘야 되잖어유ᆢ\n그래야 지도 북쪽 마음의 고향에가서 대접 받지유\n\n그리고 이인간은 아무리 뭐라해도 귀먹어리라서 못들어유"""
6437,"""문죄인정권내리막길 전조증상중한가지 곧망할태세   정말뻔뻔스럽다 실체가다 드러났는데 청문회 열필요도없는데 시가낭비하지맙시다"""
6438,"""사회주의 권력서열 2? 가 자기보다 잘사는 사람들을 용납하지 못한다는게 사뢰중의 정의인듯..."""
6439,"""어이없어.내가 이세상에서 제일 경멸하고 역겨워하는 년놈들이 몇부류가있는데..남을 이간질하고 음해 모략 선동질하고 곤경에빠진상황 모면하려,지치부가리려 무고한 사람끌여들어 물고늘어지는년놈들.그리고 타인한테와 지한테 들이대는 잣대가 현저하게다른인간..예스와 노로답하면될말을 교묘하게 말장난하며 본질을 흐리는인간.. 근데 이걸 다갖춘 국 썅중의 국 ㅆ이 바로 저 늘어진 쌍판을한 저새끼야.아주 야비하고 비열하고 질이 더러운놈.내가 문치매새끼 손갑순년 정수기년 박영서년 갱수새끼등등보다 더 역겨운년을 보게될준 몰랐다.진짜 쌍판부터 역겨운 말종놈"""
6440,"""그래도 문재인은 아무도 흔들수 없는 정부를 만들어갈 것이다.  그러면서 이승만의 뒤를 좇을 것이다.  이기붕 감싸다가 폭망하듯 ~"""
6441,"""멸공의 휏불을 높이 들자!! BETTER DEAD THAN RED!!"""
6442,"""오늘부터  나는 조국이란 단어를 조~ㅈ국으로 부르고자 한다. 아, 그렇다고 모든 조국이란 단어가 그렇다는 건 결코 아니다. 나의 조국 대한민국 할 때 조국은 그냥 영원한 조국이다. 하지만 인간 조국은 조~ㅈ국! 더러운 인간이 어디 감히 대한민국, 나의 조국과 동음을 쓸 수 있단 말인가!"""
6443,"""서울대 학생들아   이런 사람 밑에서  법 을배워서  위장이혼 위장전입  편법으로  세금  피하기  내로 남불  이런것 배우러갔나    청문회가  아니라   법의 심판이  우선이다"""
6444,"""만능이네 천재다  부정부패 사기 조작 모든게 패키지네  제자 성관계도 몇개있을듯 약물도 나올것같은대 ㅎㅎㅎㅎㅎ 진정한 돌대가리면서 약팔고 선동하고 모든불법은다하고 개 추잡하네 대가리도 나빠요 ㅎㅎㅎㅎㅎ 일본 삘에 옷도 일본 스타일 욕은 반일 이게 인간이냐"""
6445,"""내로남불 최고봉...퉤퉤퉤....죽창을 들고 퉤퉤퉤...친일보다 더 더러운 사람같으이"""
6446,"""진자 형편없는 인간이였군...."""
6447,"""까도 까도... 악취만..."""
6448,"""큰하자 없다고 하자가 아예 없는게 아니다.\n적어도 조국 정도라면 하자하나없이 청렴해야 마지않나싶다. 이미지는 청렴  실제는 하자있음.\n죄가  적다고 죄가 없는게 아니듯이\n큰 하자  없다고 하자가 전혀 없는것이 아니자녀\n\n암튼 문제다"""
6449,"""적폐? 국정농단? 내로남불? 여러단어가 어울리는분이신거 같네요."""
6450,"""순실이와 뭐가 다를까 도찐개찐,정치인들 권력투쟁 이권개입 부정특혜 ,뭘 모르는 좌빨들만 속고사는거지"""
6451,"""문죄인이도 사모펀드 100억 투자했나보던데\n어디  펀드냐???전국민이 같이 하자 ㅎ ㅎ"""
6452,"""뭐 어차피 인명될텐데\n이제 놀랍지도 않다"""
6453,"""이럴꺼 우병우를 법무부장관으로 임명해라..\n그래도 그새끼 아들은 드리프트라도 잘해 국방의 의무라도 했지..미국 타도 외치면서 지새끼 미국에서 공부시키면서 국방의 의무도 안시키네ㅋㅋㅋ"""
6454,"""간첩이 어딨냐고 좌파들이 그랬지?? 간첩 저기있네!"""
6455,"""더불어왜구당 박멸"""
6456,"""뜨거운 가슴으로 펀드 투기에 몰빵했나?"""
6457,"""이런 너ㅁ을  법무부 장관을 시키면 나라가 세상에서 없어진다~~~"""
6458,"""이인간 잣머리 좋네~~  이렇게 살려고 그동안 몸부림쳤구나~~  참~~  문죄인의 인사참패 실망이크다"""
6459,"""조국이 닉값하네 ㅋㅋ 니가 적폐 끝판왕이구나 햐....걍 조용히 있었으믄 계속 해쳐먹었을건데...그놈의 권력욕.."""
6460,"""정은아 비싼 미사일 조준을 잘못 했구나 청화대로..."""
6461,"""우리엄마왈 저놈은 대가리를 왤케 쓸어제껴"""
6462,"""적폐 덩어리구만~~~저런 인간이 무슨 법무장관 자격이 있을까~~!"""
6463,"""탈탈털면 진짜 많이 나올듯한 사람이네 문씨 주변사람들 다 왜 저모양이냐"""
6464,"""야 삶은 조대가리 ㅋㅋㅋㅋㅋㅋ"""
6465,"""조국을 사퇴 시킨다에 문재앙 손목아지 건다..."""
6466,"""자기 차례 다가오니까 도덕성 검증 비공개로 하자고 꽁무니 빼던 데는 다 이유가 있었구나.지은 죄가 많은데 장관은 되고 싶고 욕은 먹기 싫다 이거지."""
6467,"""문재인의 정유라.. 능력있으면 위장전입도 탈세도 다 해보라 이거네."""
6468,"""서울대도 미달나서 들간겨 ???"""
6469,"""내가 이 말도 안되는 정권의 인사 참사를 언제까지 봐야 하는지"""
6470,"""저작자는 엔화, 달러 사놓고.... 졸라 나라경제 망쳐 놓고  원화 가치 떨어지면 팔거야 아마..... 통장 계좌 추적 해봐야 할넘이야...청와대 멤버  다 조사해 봐야함..... 가능성 있음"""
6471,"""조국은 본인과 가족에게 치명적인 상처를 입히지 말고 본인 스스로 그 자리에서 내려와야한다. 무소불위의 권력이 아쉽겠지만 가정과 본인의 미래를 위하여  지체없이 결단을   내려야한다. 지금까지 보여진 몇가지 문제점은 더이상 법을 집행하는 수장으로써 자격이 상실됐다고 본다. 과거에 중도사퇴한 많은 장관 후보자들도 피투성이가 되기전에  가정과 본인의 명예를 위하여 그 자리를 포기했다.  지금까지의 흠결을 화려한 말 솜씨로 국민을 기만하려들면 안된다. 조국의  냉철한 판단을 진심으로 기대해본다."""
6472,"""니가 좋아하는 사노맹에서 그리 가르치더냐  아이고 웃겨🤭"""
6473,"""고양이에게 생선가게 맡기는 꼴이라니 대한민국 미래가 걱정이다"""
6474,"""조국 사기꾼 간신밋ㅂ지"""
6475,"""온갖 편법은 다하고 살았구나. 평범한 사람은 생각할 수 없는."""
6476,"""뿌린대로 거두는거다. 니들 스스로 입바른 소리 해놓고 뒷구멍으로 호박씨 까는게 다 들켰으니 이제 그만 자리에서 물러나라. 능력도 없는데다 공직자윤리의식까지 없는 인간이 어떻게 법무부장관을 한단말인가? 국민의 눈높이 모르나? 국민의 눈높이 나발거리고 다닌게 엊그제인데 벌써 잊어버렸나?"""
6477,"""조국이 도덕성 검증 청문회 비공개 거린 이유가 있었다"""
6478,"""양파네.양파 ㅋㅋㅋㅋㅋㅋㅋㅋ 더까보자 넘나 잼난거"""
6479,"""대한민국에 돈좀 있다는 정치인들 깨끗한분 못봤다! 돈이있어야 선거도 한다고 하지않냐!! 돈좀있으니 명예나 얻어볼까하고 국회의원 선거나가는넘들 많지싶다! 돈은 일제시대 쪽바리들이였거나 불법으로 습득이 대부분"""
6480,"""문재인 정부가 빨갱이 정부란걸  다시 보여주는 것이다.조국 SND에서 신랄하게 비판 하면서 정작 본인은 여러 불법 행위를 잔머리 굴려가며 미꾸라지 처럼 요리저리 빠져 나갈려는 흔적이 보인다.ㅋ.이런 미꾸라지 빨갱이가 법무부 장관이 된다는건 말이 안된다."""
6481,"""조국이란 인물 도대체 왜이리 의혹이 많은 거야? 청백리 아니었어?"""
6482,"""국민 혈세 뜯어다가 나눠먹자면서 본인 주머니는 더럽게 불리고 있었네. 역겨운 위선자세기"""
6483,"""도덕적해이는 민주당과 청와대가 절정이다.아무런 검증도필빞요없다는거지.민주당 전체가 그렇다면 정말 절망적이다.자유민주주의의 수호자는 대통령과 법을 집행하고 감시하는 법무부장관직.과거 전과자니 괜찮다?과거 성법죄자는 왜 교직이나 유치원에 종사 못하지?합리적인 판단도 없이 무조건 찬성한다?앞으로 과거 강간범이 여성부장관 한다고해도 반대할 이유가 없어지는겨?과거의 일이니?"""
6484,"""에 이 ㅅ ㅂ 너하고 문재앙하고 쌍으로 나가 ㄷ ㅔㅈ ㅕㄹ ㅏ"""
6485,"""썩어빠진 정권의 부속물들.."""
6486,"""수고많이하십니다김진태의원"""
6487,"""아무리  같은당이라고 대통령 하라는대로 하면 정당ㅈ은 존재의 의미가없다"""
6488,"""뭐를 갖다붙여도 임명하겠지만  임명하게 냅둬라 대대손손 문어대가리 좌파들 씹을꺼리 명확하게 생기는거고, 정권잃고 떼거지로 몰려다니며 우기기 시적할때 대놓고 씹어줘서 벙찌게 만들자....니네는 국가전복 꾀한놈도 장관시키고, 이중국적, 불법 자본취득자도 장관시키고, 여자라면 환장해서 연예인에 붙어서 약먹고 더불어 만지고 지랄 다 하고도 두리뭉실 은근슬쩍 넘어간놈들 아니냐고 반문했을때 뭐라고 반박하는지 한번 지켜보고 헤드라인 뉴스에 여러날 띄워서 팍팍한 국민들 웃게도 만들어보자꾸나.."""
